Format Version,1.24,Take Name,RADs_6s_period_1440deg_amplitude,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-04-10 03.52.52.945 PM,Capture Start Frame,1594343,Total Frames in Take,7261,Total Exported Frames,7261,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
1258,10.483333,166.782837,184.209579,311.578522,59.550903,174.156387,306.220764,285.844818,167.887360,223.135071,291.309204,167.792664,307.688202,153.959106,217.182785,-22.518538,-50.695004,205.771957,72.052376,362.079407,191.098877,-42.803566,271.465637,185.946472,-35.769070,-42.299908,229.411850,151.466675,270.411804,172.455460,51.560547,370.880768,197.307709,133.944290,157.586014,172.025284,227.116882,385.418488,174.723373,194.316620,286.111176,171.399857,136.201080,76.720123,173.271255,230.150391,-38.324162,191.470749,315.857941,-40.319534,211.111435,234.893646,158.754211,193.246231,140.802063,60.972248,204.077744,-15.203844,153.048843,191.246674,61.531422,71.764687,191.281845,68.242104,-58.286827,193.690460,-7.004012,73.608376,189.592545,150.335892,,,
1259,10.491667,166.783234,184.235687,311.541168,59.561493,174.146149,306.170715,285.847626,167.904221,223.103958,291.290314,167.814560,307.647858,154.084885,217.238831,-22.653662,-50.634651,205.634064,71.985695,362.097046,191.102966,-42.815994,271.479919,185.972153,-35.801052,-42.282963,229.362930,151.426346,270.307770,172.684509,51.520283,370.888367,197.288986,133.926620,157.586777,172.043259,227.084244,385.422211,174.719223,194.271088,286.106903,171.413284,136.188004,76.710197,173.279495,230.076340,-38.316101,191.475021,315.817871,-40.295868,211.104675,234.834198,158.742096,193.280457,140.782150,60.991837,204.086563,-15.241035,153.056702,191.309265,61.498764,71.764572,191.278046,68.210808,-58.244305,193.746201,-7.110593,73.685196,189.492493,150.253845,,,
1260,10.500000,166.763474,184.250656,311.495361,59.554409,174.053329,306.101105,285.845215,167.915695,223.089508,291.270966,167.817596,307.627869,154.104630,217.231644,-22.666710,-50.638706,205.492355,71.965965,362.110229,191.105499,-42.831425,271.552673,185.941986,-35.859840,-42.286556,229.210464,151.373566,270.337036,172.640945,51.511765,370.894104,197.283051,133.921432,157.589890,172.044662,227.042053,385.432709,174.723862,194.249756,286.115082,171.408691,136.173828,76.694092,173.225708,230.018219,-38.307156,191.470795,315.781769,-40.276970,211.026718,234.781830,158.827316,193.175446,140.648819,61.014732,204.090805,-15.288571,153.063507,191.318542,61.463436,71.763367,191.065308,68.071915,-58.186871,193.713882,-7.279914,73.669846,189.420639,150.187607,,,
1261,10.508333,166.747330,184.245804,311.472626,59.532684,173.951920,306.070129,285.849274,167.887970,223.083084,291.255554,167.847595,307.621490,154.103653,217.221542,-22.681105,-50.649700,205.332245,71.871033,362.132629,191.094330,-42.832088,271.579834,185.949280,-35.878494,-42.310867,229.077240,151.311096,270.263336,172.721756,51.403545,370.911530,197.250412,133.920456,157.579865,172.008865,227.017624,385.435486,174.678436,194.243134,286.122528,171.406921,136.176697,76.676041,173.061401,229.995728,-38.301094,191.157684,315.691498,-40.367805,210.678894,234.653488,158.835419,193.166351,140.620285,61.021347,204.095749,-15.316159,153.067383,191.288101,61.428986,71.800293,190.899017,67.997040,-58.166019,193.711624,-7.421108,73.629112,189.241638,150.135117,,,
1262,10.516667,166.663773,183.996933,311.426270,59.477768,173.886887,306.013916,285.799744,167.771240,223.036499,291.216461,167.889542,307.620331,154.175644,217.403122,-22.641001,-50.669247,205.379868,71.770203,362.130798,191.086609,-42.827301,271.573944,185.979172,-35.881336,-42.290718,229.057892,151.196030,270.196503,172.810242,51.396725,370.911499,197.224060,133.918488,157.563522,171.981140,226.997803,385.442505,174.629257,194.262955,286.109283,171.396683,136.173492,76.611885,172.877792,229.939896,-38.320827,191.112869,315.609772,-40.425373,210.585480,234.537476,158.735443,192.786972,140.519592,61.023663,204.088745,-15.347778,153.010788,191.317429,61.386513,71.797302,190.852417,67.933502,-58.388153,194.475784,-7.562590,73.581604,189.044586,150.075439,,,
1263,10.525000,166.651779,183.922943,311.427979,59.464603,173.856796,305.980957,285.796478,167.685562,223.049332,291.221497,167.845230,307.627991,154.343719,217.667603,-22.698656,-50.655811,205.419235,71.713753,362.135895,191.073502,-42.820568,271.582336,185.981644,-35.866428,-42.287407,229.010559,151.173538,270.312500,172.703430,51.502632,370.911194,197.189743,133.927505,157.569519,171.924789,226.979263,385.434631,174.599258,194.268219,286.112030,171.385223,136.176666,76.642113,172.801956,229.914932,-38.348053,191.054382,315.554077,-40.477203,210.522766,234.485764,158.741898,192.697693,140.532166,61.053623,204.097870,-15.389002,153.060715,191.321609,61.413261,71.810074,190.859314,67.902962,-58.573803,195.352097,-7.806440,73.569771,188.742722,149.973312,,,
1264,10.533333,166.645538,183.957642,311.428802,59.435905,173.977097,305.961029,285.739380,167.714996,223.076935,291.192841,167.855759,307.622131,154.426285,217.788528,-22.747307,-50.639774,205.490051,71.711800,362.149414,191.080582,-42.810211,271.581573,186.001694,-35.865543,-42.289406,229.078918,151.150330,270.391876,172.566254,51.513397,370.904236,197.184067,133.949005,157.552124,171.965607,226.973160,385.422974,174.549820,194.289886,286.101685,171.377838,136.175751,76.659744,173.070068,229.919189,-38.405762,191.093491,315.502686,-40.521626,210.607101,234.474609,158.682358,192.728134,140.468658,61.066395,204.180145,-15.390574,153.038956,191.366135,61.377697,71.813820,190.979385,67.919388,-58.616295,195.654572,-7.872658,73.430183,189.261002,150.027985,,,
1265,10.541667,166.713165,184.187866,311.468445,59.465305,174.046677,305.999847,285.746552,167.648087,223.087402,291.207458,167.760818,307.636017,154.444931,217.785355,-22.761454,-50.629482,205.477509,71.722923,362.166107,191.067764,-42.808155,271.598511,186.090805,-35.830235,-42.279968,229.135712,151.156311,270.292419,172.686554,51.408337,370.909027,197.136139,133.946930,157.566956,171.975388,226.991867,385.427429,174.513657,194.291382,286.112488,171.356018,136.176605,76.652679,173.177490,229.931763,-38.411011,191.082855,315.491547,-40.510353,210.687836,234.503860,158.751236,192.792191,140.525528,61.078476,204.224533,-15.390008,153.041519,191.444809,61.367279,71.832909,191.039642,67.936668,-58.414211,195.257950,-7.755705,73.461533,189.521881,150.051758,,,
1266,10.550000,166.740936,184.256317,311.454895,59.474651,174.112274,306.023621,285.735931,167.647308,223.085068,291.199158,167.748306,307.643707,154.418625,217.802841,-22.728516,-50.650089,205.533325,71.765686,362.137665,191.086517,-42.806133,271.579895,186.034943,-35.859623,-42.296452,229.186569,151.175949,270.202148,172.810303,51.404331,370.916687,197.122208,133.956726,157.566238,172.019135,227.002808,385.426270,174.438232,194.322037,286.104889,171.353317,136.183105,76.652771,173.232559,229.952820,-38.405445,191.136353,315.518524,-40.445984,210.817383,234.541550,158.764481,193.144196,140.579620,61.069500,204.293671,-15.364456,153.030746,191.501099,61.384552,71.825790,191.093506,67.969437,-58.217876,194.454926,-7.578882,73.489639,189.684494,150.073944,,,
1267,10.558333,166.761826,184.228516,311.472870,59.508911,174.031631,306.059692,285.764252,167.601562,223.093033,291.241333,167.690857,307.651337,154.344116,217.851837,-22.617775,-50.646988,205.511917,71.806854,362.135193,191.071869,-42.804977,271.581177,186.024231,-35.838978,-42.324360,229.211639,151.270126,270.178802,172.830780,51.410843,370.927948,197.089569,133.958374,157.579544,171.989563,227.017319,385.449768,174.477722,194.302094,286.116211,171.338654,136.186600,76.674324,173.176025,229.980942,-38.366718,191.102783,315.575104,-40.386337,210.845093,234.600540,158.834991,193.230087,140.628159,61.062286,204.304337,-15.331995,153.017990,191.487045,61.406292,71.825012,191.068909,68.002319,-58.015011,193.525070,-7.414281,73.510437,189.644058,150.098236,,,
1268,10.566667,166.747101,184.246002,311.481781,59.517960,173.981445,306.074646,285.759796,167.628830,223.092667,291.241821,167.709122,307.654358,154.300507,217.850876,-22.584845,-50.649292,205.535812,71.867142,362.122589,191.078690,-42.802891,271.575836,186.165466,-35.780964,-42.323818,229.236130,151.315536,270.188812,172.818817,51.418274,370.930145,197.059982,133.955505,157.581772,172.003723,227.022598,385.572021,174.214081,194.250427,286.106018,171.353058,136.189041,76.681679,173.165070,230.000977,-38.332417,191.069717,315.606354,-40.316784,210.967026,234.674637,158.840973,193.203796,140.642487,61.044819,204.299088,-15.288489,153.004425,191.440079,61.439270,71.815140,191.052826,68.026367,-58.113419,193.803680,-7.402345,73.315147,190.063583,150.028824,,,
1269,10.575000,166.751923,184.237991,311.496185,59.539757,173.895493,306.095459,285.772186,167.604767,223.105545,291.263092,167.700989,307.668579,154.329208,217.804733,-22.564165,-50.645435,205.546524,71.933098,362.123962,191.073776,-42.794975,271.573486,186.231934,-35.757469,-42.303368,229.201248,151.381821,270.198669,172.786331,51.421318,370.930115,197.026901,133.951675,157.589111,171.985367,227.041351,385.575592,174.236588,194.232849,286.119324,171.329636,136.191299,76.696747,173.099777,230.028473,-38.293892,191.000565,315.646454,-40.341671,210.744461,234.712326,158.846146,193.147690,140.656403,61.016907,204.277359,-15.221796,153.062332,191.388351,61.505592,71.764679,191.286636,68.175598,-58.146469,193.749451,-7.323266,73.361465,190.065643,150.028473,,,
1270,10.583333,166.697083,183.962265,311.470978,59.538204,173.872742,306.092072,285.759216,167.572815,223.087341,291.248566,167.699783,307.649994,154.546494,217.521164,-22.585648,-50.651070,205.542618,71.962898,362.118469,191.068680,-42.800407,271.580811,186.276749,-35.774555,-42.292984,229.196991,151.407913,270.324158,172.623337,51.508076,370.928680,197.011856,133.942917,157.591812,171.978943,227.039200,385.445251,174.354889,194.309021,286.112122,171.308838,136.184113,76.701912,173.060883,230.059189,-38.282475,190.941360,315.658966,-40.363884,210.676422,234.736588,158.847244,193.134521,140.654785,60.993698,204.283768,-15.209272,153.015701,191.403915,61.463394,71.750359,191.314758,68.181381,-58.178940,193.709702,-7.259905,73.450035,189.874023,150.070831,,,
1271,10.591667,166.723755,184.167053,311.522583,59.544945,173.860992,306.101196,285.752228,167.513565,223.097488,291.250000,167.721024,307.669342,154.552139,217.566071,-22.585297,-50.658848,205.531494,71.997688,362.130066,191.066101,-42.796963,271.581604,186.356781,-35.762344,-42.286152,229.183380,151.433762,270.378662,172.510208,51.525829,370.920380,196.989563,133.948318,157.589554,171.977051,227.043228,385.434143,174.335159,194.310089,285.793274,171.793808,136.235657,76.706573,173.022766,230.071167,-38.313118,190.858200,315.692383,-40.367836,210.654373,234.768951,158.751724,193.245224,140.769791,60.986107,204.323685,-15.191136,152.994217,191.466141,61.473690,71.752335,191.337433,68.202133,-58.173977,193.624084,-7.180329,73.662666,189.359344,150.203262,,,
1272,10.600000,166.725998,184.243622,311.477203,59.522217,173.898682,306.084442,285.729431,167.490463,223.092987,291.232361,167.691269,307.658447,154.545151,217.584076,-22.588167,-50.674732,205.546234,71.997833,362.116119,191.088898,-42.787529,271.576263,186.392029,-35.762444,-42.302231,229.198380,151.436630,270.368927,172.518646,51.522247,370.805878,196.819092,133.921829,157.576172,171.984283,227.031128,385.545502,174.081039,194.247421,285.696411,171.938187,136.208969,76.689880,173.088959,230.033813,-38.338474,190.835907,315.696503,-40.378670,210.669235,234.768250,158.800888,193.171326,140.677246,60.970005,204.345383,-15.196105,152.992615,191.518234,61.453888,71.741821,191.358917,68.194130,-58.200916,193.620224,-7.170372,73.522141,189.613022,150.168808,,,
1273,10.608333,166.737381,184.263214,311.474976,59.523346,173.878433,306.078430,285.734497,167.419571,223.097153,291.229584,167.645355,307.672821,154.554077,217.586334,-22.582157,-50.664249,205.539597,71.986046,362.130035,191.074005,-42.780182,271.580048,186.400620,-35.756393,-42.300541,229.221878,151.428085,270.362244,172.548386,51.522160,370.748810,196.768295,133.979050,157.576645,171.975983,227.034714,385.413086,174.289230,194.323624,285.716064,171.905533,136.210541,76.691582,173.088715,230.023224,-38.312576,190.852112,315.664795,-40.369701,210.707733,234.762802,158.840759,193.169662,140.666687,60.978985,204.364502,-15.195570,152.991638,191.538452,61.452915,71.755806,191.357590,68.193153,-58.210503,193.706741,-7.213440,73.325356,190.076599,150.077057,,,
1274,10.616667,166.726181,184.275192,311.473877,59.514812,173.919449,306.065643,285.716797,167.416733,223.100510,291.213135,167.649216,307.673706,154.554977,217.604950,-22.579252,-50.657558,205.573532,71.959572,362.125824,191.077667,-42.769894,271.568268,186.416031,-35.742481,-42.302353,229.247284,151.399551,270.232666,172.716995,51.420826,370.754150,196.573959,134.082916,157.576462,172.005692,227.027618,385.418518,174.233276,194.334396,285.736389,171.856628,136.224899,76.689148,173.165710,230.007919,-38.379272,190.722809,315.617645,-40.361794,210.784088,234.734741,158.843719,193.189560,140.660812,60.987885,204.394409,-15.197702,152.989273,191.514374,61.474621,71.756783,191.399261,68.190689,-58.205132,193.791809,-7.255228,73.281525,190.273468,150.027344,,,
1275,10.625000,166.739410,184.265976,311.483490,59.526207,173.943130,306.054169,285.726013,167.369873,223.098373,291.229919,167.632919,307.675446,154.569214,217.609726,-22.581619,-50.632179,205.575500,71.931618,362.138336,191.044647,-42.780212,271.582031,186.373718,-35.760334,-42.287521,229.250702,151.373260,270.275177,172.683640,51.502880,370.729218,196.528198,134.105362,157.585907,172.001801,227.027710,385.413483,174.240936,194.329529,285.747253,171.821167,136.228577,76.702507,173.190247,229.998688,-38.346474,190.832352,315.602905,-40.348206,210.770920,234.701187,158.854324,193.185654,140.653412,61.026764,204.419907,-15.230951,153.065048,191.492905,61.491905,71.811745,191.565247,68.243912,-58.156963,193.760513,-7.298006,73.318024,190.258728,150.029663,,,
1276,10.633333,166.735184,184.291840,311.478058,59.519051,173.997192,306.040863,285.730682,167.357254,223.092438,291.233765,167.642319,307.669769,154.578415,217.655243,-22.589684,-50.618446,205.612488,71.903801,362.141022,191.049500,-42.774612,271.587952,186.383240,-35.750854,-42.276058,229.281525,151.351654,270.352478,172.550064,51.519260,370.721680,196.633560,134.162659,157.583557,172.027069,227.026886,385.543671,174.015381,194.252335,285.750366,171.805038,136.223587,76.708427,173.223526,229.977432,-38.326950,190.838089,315.548096,-40.349007,210.786758,234.666061,158.862045,193.196747,140.653214,61.030533,204.449371,-15.240876,153.078201,191.494034,61.489353,71.831261,191.599319,68.230003,-58.012863,193.476318,-7.274547,73.339439,190.220062,150.025986,,,
1277,10.641667,166.753769,184.304459,311.460541,59.532284,173.984436,306.027008,285.749817,167.319778,223.085587,291.251526,167.591492,307.659485,154.593506,217.676392,-22.595581,-50.595783,205.606628,71.879242,362.152679,191.046722,-42.781845,271.598969,186.391006,-35.759624,-42.256672,229.271469,151.334320,270.375488,172.501907,51.521255,370.740448,196.624161,134.154343,157.595566,172.021988,227.011414,385.551636,174.007935,194.236893,285.753601,171.799484,136.221542,76.715149,173.222153,229.966293,-38.322765,190.808990,315.507111,-40.293564,210.956055,234.659317,158.964752,193.118195,140.588776,61.045010,204.443558,-15.248779,153.083771,191.523529,61.488281,71.890152,191.526352,68.196671,-57.972672,193.466156,-7.305743,73.353020,190.189972,150.023056,,,
1278,10.650000,166.757980,184.335953,311.447693,59.534973,174.008591,306.006226,285.750977,167.286713,223.074875,291.250549,167.543137,307.651398,154.589798,217.689499,-22.603079,-50.579250,205.628189,71.869675,362.158905,191.045349,-42.789055,271.599213,186.424484,-35.768017,-42.232849,229.296417,151.329651,270.378723,172.520569,51.515697,370.748993,196.599228,134.146805,157.600311,172.039444,227.001297,385.545532,173.980026,194.237411,285.755798,171.807022,136.223892,76.719009,173.239044,229.949203,-38.321964,190.799057,315.486481,-40.275272,210.961655,234.642502,158.993668,193.087173,140.574768,61.051037,204.446899,-15.253510,153.082764,191.547852,61.477783,71.928108,191.482864,68.136353,-57.967342,193.502945,-7.316815,73.470627,190.008698,150.036560,,,
1279,10.658333,166.764679,184.335052,311.451508,59.540428,173.996918,306.000000,285.747253,167.236115,223.072708,291.247803,167.479950,307.658295,154.593124,217.700546,-22.602119,-50.559132,205.608093,71.886871,362.155853,191.047379,-42.786098,271.569611,186.498398,-35.798695,-42.216846,229.291550,151.331467,270.372864,172.529541,51.512684,370.744507,196.580841,134.155594,157.605392,172.038086,227.001373,385.539398,173.957626,194.227829,285.750183,171.783173,136.216827,76.726036,173.232437,229.943802,-38.320736,190.750504,315.477509,-40.260426,210.959930,234.641861,158.891235,193.174438,140.634079,61.045471,204.453979,-15.250624,153.082550,191.562546,61.471710,71.935104,191.490829,68.138336,-57.973343,193.526596,-7.311593,73.690514,189.427979,150.134750,,,
1280,10.666667,166.709656,184.374542,311.400482,59.534554,173.994370,305.997864,285.742554,167.162888,223.061234,291.236145,167.440430,307.654663,154.588348,217.727936,-22.599003,-50.558167,205.631577,71.889679,362.148956,191.044250,-42.783142,271.557983,186.551117,-35.804802,-42.151745,229.289413,151.291428,270.365723,172.529556,51.509247,370.728790,196.550644,134.159088,157.597458,172.045105,226.998444,385.519714,173.928665,194.231979,285.706482,171.716934,136.196777,76.754883,173.189270,229.935745,-38.321854,190.732483,315.479614,-40.251328,210.983231,234.644669,158.871582,193.139038,140.529160,61.041378,204.472137,-15.244032,153.078186,191.582901,61.480518,71.930069,191.504562,68.139366,-57.965424,193.530533,-7.297378,73.677544,189.408875,150.133194,,,
1281,10.675000,166.742538,184.364578,311.443634,59.521618,173.983810,306.005707,285.724152,167.121536,223.070480,291.215424,167.399460,307.663422,154.637405,217.998123,-22.504812,-50.563255,205.644684,71.911682,362.139435,191.059387,-42.768051,271.584625,186.514709,-35.759182,-42.108360,229.467850,151.343155,270.350342,172.531097,51.512482,370.805511,196.347931,134.109283,157.585342,172.041763,227.005173,385.498566,173.910904,194.231781,285.693207,171.694031,136.202286,76.719467,173.246964,229.947159,-38.335083,190.729050,315.486053,-40.261005,211.009689,234.657440,158.864609,193.240952,140.637970,61.034184,204.509109,-15.221642,153.073425,191.596054,61.490791,71.871620,191.580612,68.180710,-57.974789,193.514679,-7.265854,73.677498,189.438522,150.152374,,,
1282,10.683333,166.736481,184.362946,311.451263,59.504742,173.991867,306.019409,285.716248,167.073212,223.076218,291.201935,167.366684,307.673584,154.653687,218.074524,-22.509289,-50.602890,205.674362,71.894005,362.135315,191.053833,-42.754063,271.592072,186.478836,-35.741421,-42.250824,229.379562,151.341568,270.340240,172.527649,51.517540,370.816376,196.298996,134.108688,157.570450,172.056351,227.010300,385.353882,174.068512,194.318954,285.673096,171.696075,136.186646,76.702858,173.277954,229.959824,-38.343922,190.725418,315.485748,-40.287373,211.022141,234.653717,158.861908,193.194229,140.649918,61.025227,204.529053,-15.215317,153.064926,191.604294,61.503597,71.852844,191.617676,68.186768,-57.994781,193.513245,-7.260211,73.539726,189.710815,150.125183,,,
1283,10.691667,166.667999,184.412964,311.501831,59.457825,174.091568,306.014954,285.694977,167.052002,223.090179,291.173523,167.377502,307.696991,154.654282,218.081390,-22.509794,-50.689468,205.841507,71.877190,362.139282,191.026230,-42.731407,271.586548,186.482162,-35.727383,-42.318630,229.432999,151.336090,270.208557,172.686844,51.412945,370.801758,196.277985,134.130539,157.551041,172.084076,227.021164,385.350677,174.057693,194.325134,285.654602,171.703522,136.188568,76.676659,173.350006,229.960587,-38.405960,190.779495,315.407593,-40.376648,210.924316,234.604568,158.759491,193.284149,140.759598,61.022789,204.563538,-15.209568,153.054779,191.604965,61.503754,71.842293,191.678833,68.179291,-58.001400,193.492401,-7.271220,73.512817,189.826538,150.129913,,,
1284,10.700000,166.654709,184.389954,311.525085,59.399788,174.214844,305.998108,285.684204,167.028519,223.096146,291.165588,167.388718,307.701874,154.649094,218.105637,-22.510983,-50.716278,205.894547,71.857231,362.147430,191.006653,-42.720539,271.586609,186.509430,-35.720894,-42.356571,229.490005,151.318268,270.130371,172.808594,51.405296,370.784119,196.274887,134.143814,157.537827,172.097198,227.024979,385.330750,174.032654,194.337372,285.647552,171.688309,136.187744,76.664848,173.452957,229.963959,-38.556217,190.576187,315.332581,-40.431942,210.991867,234.586639,158.818970,193.190277,140.657501,61.028427,204.617477,-15.218608,153.256653,191.154419,61.581539,71.841362,191.774551,68.179924,-58.022255,193.557755,-7.296630,73.507950,189.939255,150.140823,,,
1285,10.708333,166.650101,184.397446,311.534515,59.350357,174.347015,305.969513,285.674347,167.000305,223.088821,291.142120,167.440338,307.704132,154.298584,218.588379,-22.471727,-50.747047,205.894302,71.824142,362.152802,191.003937,-42.721977,271.589569,186.518036,-35.734966,-42.386398,229.506882,151.277710,270.121063,172.805435,51.402744,370.724365,196.239761,134.193008,157.520050,172.133224,227.021423,385.332642,174.026291,194.330154,285.643341,171.664917,136.185425,76.653656,173.559830,229.949234,-38.638458,190.578598,315.302704,-40.477066,211.051132,234.546234,158.858871,193.224060,140.642685,61.032879,204.656067,-15.239672,153.243195,191.167542,61.577831,71.897888,191.782944,68.141541,-58.128353,193.853256,-7.381569,73.496086,190.065704,150.127274,,,
1286,10.716667,166.647202,184.437515,311.533051,59.314281,174.448029,305.947021,285.665131,167.010727,223.095825,291.139130,167.445023,307.700165,154.197815,218.478439,-22.432180,-50.749195,205.912750,71.763397,362.163666,191.009094,-42.722065,271.597351,186.528427,-35.740570,-42.410194,229.530396,151.221664,270.267181,172.641434,51.499176,370.758942,196.208603,134.172714,157.505096,172.178741,227.025269,385.326691,173.998993,194.328384,285.641693,171.641937,136.185532,76.645477,173.638077,229.930695,-38.697029,190.624146,315.207886,-40.499676,211.119080,234.489792,158.800949,193.276154,140.584625,61.021610,204.707138,-15.294235,153.251678,191.210754,61.568741,71.905609,191.852386,68.126091,-58.102562,193.866745,-7.437021,73.523720,190.239090,150.093460,,,
1287,10.725000,166.628540,184.471878,311.519165,59.275772,174.506851,305.899689,285.655640,167.004898,223.091812,291.111023,167.490051,307.699127,154.258606,218.320038,-22.433466,-50.729073,205.983414,71.660309,362.160400,191.027817,-42.731289,271.601929,186.511826,-35.758430,-42.418831,229.562378,151.152298,270.338318,172.508392,51.509602,370.776855,196.193558,134.156784,157.490234,172.203308,227.005371,385.320099,173.992828,194.315735,285.641541,171.624588,136.176453,76.632103,173.702774,229.890442,-38.790394,190.781265,315.182861,-40.537582,211.171829,234.415787,158.770111,193.303452,140.565338,61.043461,204.699417,-15.336351,153.257050,191.229980,61.545895,71.917679,191.903625,68.088753,-57.965313,193.574524,-7.481576,73.510712,190.300079,150.048813,,,
1288,10.733333,166.571945,184.511185,311.444794,59.248474,174.507004,305.852417,285.661713,166.963669,223.081116,291.098846,167.506561,307.690033,154.304062,218.307770,-22.446934,-50.699131,205.968002,71.572975,362.178345,191.016647,-42.736282,271.585938,186.547928,-35.798702,-42.394352,229.650482,151.027283,270.353027,172.489288,51.502277,370.792603,196.173981,134.154480,157.448715,172.251328,226.936096,385.305786,173.838074,194.350281,285.646515,171.618668,136.174667,76.626572,173.678421,229.839554,-38.782173,190.758636,315.072845,-40.550747,211.214890,234.330109,158.771545,193.288818,140.546402,61.077309,204.655945,-15.373152,153.281097,191.238205,61.526699,71.904114,191.996933,68.007507,-57.923382,193.562653,-7.580384,73.318550,190.725174,149.885178,,,
1289,10.741667,166.535873,184.558929,311.412994,59.214622,174.517792,305.798767,285.653839,166.947845,223.065262,291.076782,167.566467,307.676819,154.249115,218.119064,-22.590687,-50.673859,205.962830,71.486633,362.182220,191.019791,-42.728149,271.588043,186.582352,-35.807392,-42.343098,229.704727,150.867477,270.352600,172.507935,51.498833,370.746216,196.148499,134.211563,157.428299,172.287262,226.906097,385.299042,173.820618,194.351196,285.643494,171.606155,136.169022,76.615845,173.674194,229.797134,-38.836437,190.632507,314.882446,-40.549366,211.275772,234.239807,158.772720,193.273972,140.526962,61.103531,204.674118,-15.383316,153.293884,191.253113,61.513981,71.930954,192.010056,67.972588,-57.871910,193.570557,-7.642930,73.333397,190.820847,149.764389,,,
1290,10.750000,166.528519,184.579666,311.407349,59.213497,174.474640,305.773743,285.664978,166.893219,223.068634,291.082825,167.571854,307.685303,154.255402,218.109177,-22.590378,-50.617615,205.927475,71.443604,362.227356,190.983810,-42.722946,271.603790,186.575226,-35.808380,-42.294575,229.687851,150.838074,270.243713,172.667679,51.388977,370.782379,196.119904,134.194366,157.439667,172.265366,226.893585,385.317139,173.787369,194.357285,285.653320,171.590317,136.168716,76.622055,173.635529,229.765869,-38.798248,190.480988,314.855560,-40.462414,211.378906,234.242661,158.785156,193.252380,140.516846,61.092484,204.798248,-15.459220,153.326080,191.256165,61.514980,71.965652,191.970581,67.957283,-57.782970,193.509048,-7.694294,73.392860,190.653397,149.746475,,,
1291,10.758333,166.481781,184.715820,311.321808,59.206192,174.466095,305.762756,285.674988,166.826111,223.115616,291.062042,167.591263,307.693512,154.318573,218.421280,-22.455791,-50.574207,205.928925,71.443909,362.227478,190.969803,-42.711376,271.607361,186.578857,-35.797722,-42.189960,229.679153,150.786621,270.288116,172.659119,51.486454,370.805511,196.109894,134.191345,157.433578,172.295822,226.886505,385.306732,173.769760,194.370438,285.653534,171.579712,136.170471,76.622856,173.626358,229.756500,-38.798382,190.456848,314.843079,-40.419796,211.380081,234.233536,158.787018,193.269760,140.523102,61.094715,204.898575,-15.462322,153.363419,191.433792,61.558743,71.978294,191.956619,67.956329,-57.706711,193.492279,-7.692284,73.430229,190.511536,149.765579,,,
1292,10.766667,166.502930,184.758820,311.322601,59.245251,174.398453,305.785950,285.688782,166.778854,223.124313,291.078308,167.560287,307.714203,154.334976,218.499435,-22.450645,-50.514507,205.894257,71.522415,362.218994,190.956070,-42.703407,271.606140,186.558670,-35.790905,-42.147934,229.665237,150.827789,270.241211,172.672394,51.393730,370.810425,196.088593,134.201492,157.476044,172.244354,226.945724,385.323120,173.745880,194.377655,285.654022,171.568176,136.183609,76.630234,173.561935,229.769073,-38.757076,190.422455,314.903717,-40.368996,211.322891,234.298904,158.789093,193.244553,140.543518,61.134720,204.786758,-15.372097,153.387436,191.455383,61.572170,71.998276,191.937439,67.991753,-57.682274,193.510056,-7.629461,73.409500,190.536652,149.872482,,,
1293,10.775000,166.507233,184.785934,311.324738,59.275955,174.357697,305.824097,285.677826,166.784271,223.140778,291.070984,167.540176,307.723175,154.324875,218.501190,-22.436781,-50.469616,205.844559,71.608444,362.196808,190.960602,-42.697102,271.616699,186.512741,-35.743401,-42.138935,229.694809,150.901169,270.189545,172.722763,51.395618,370.809174,196.059631,134.201187,157.479446,172.241730,226.954987,385.311798,173.719940,194.395233,285.654602,171.469330,136.220734,76.633476,173.511810,229.804153,-38.735844,190.344269,315.003052,-40.339615,211.282364,234.396759,158.779526,193.246246,140.565338,61.143356,204.731079,-15.302641,153.376938,191.473862,61.594135,72.019257,191.858276,68.078552,-57.706039,193.599243,-7.536673,73.417221,190.508896,149.917557,,,
