Format Version,1.24,Take Name,RADs_12s_period_1440deg_amplitude,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-04-10 03.50.46.302 PM,Capture Start Frame,1579145,Total Frames in Take,7283,Total Exported Frames,7283,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
128,1.066667,166.085052,185.531937,312.659271,61.106956,173.336258,306.507080,285.598724,175.929138,222.295059,291.155334,174.453094,307.172119,149.892227,194.487701,-26.885908,-51.643421,192.614090,72.197968,360.214996,191.022354,-44.104259,270.338562,174.978653,-36.611549,-48.898407,193.277817,152.887344,269.305420,174.308121,52.086227,370.093384,203.832245,133.096649,157.117950,182.166412,227.280807,385.053711,182.183960,193.224365,285.103638,180.905380,135.767609,79.260147,168.168060,231.075623,-38.924904,187.354492,316.041016,-47.091331,171.111252,235.122803,157.205551,206.781769,140.792938,61.129112,199.895813,-18.740210,151.894318,192.236862,60.189392,69.511330,183.975983,64.580299,-53.724964,235.289398,-0.132602,71.222046,179.940811,147.911713
129,1.075000,166.158554,185.848053,312.637268,61.095188,173.368332,306.483765,285.568481,175.929779,222.279739,291.121674,174.444901,307.155090,149.884720,194.497925,-26.893379,-51.673073,192.657333,72.176682,360.202728,191.012024,-44.092957,270.326233,175.014633,-36.613682,-48.908913,193.317490,152.863708,269.298340,174.319031,52.084522,370.082916,203.843124,133.100845,157.100937,182.185852,227.263046,385.051788,182.174774,193.228821,285.092102,180.899414,135.773880,79.246300,168.205856,231.060883,-38.937336,187.367126,316.025208,-47.106636,171.145172,235.099808,157.199631,206.785965,140.785049,61.112919,199.935608,-18.750597,151.887848,192.265869,60.182327,69.502182,184.016571,64.565041,-53.718838,235.327332,-0.157820,71.215988,179.963913,147.905167
130,1.083333,166.194778,185.679016,312.548492,61.095955,173.369324,306.454163,285.582977,175.865234,222.268616,291.128693,174.371292,307.149353,149.901932,194.505554,-26.892639,-51.648624,192.629059,72.159836,360.212891,190.981674,-44.097115,270.340729,174.991013,-36.619804,-48.898388,193.288406,152.854507,269.310181,174.297745,52.085751,370.075867,203.850296,133.100815,157.118820,182.141022,227.251526,385.035339,182.185654,193.231339,285.094910,180.874496,135.777466,79.255127,168.183121,231.051727,-38.930225,187.355865,316.024719,-47.097095,171.111664,235.091644,157.132767,206.415344,140.687973,61.138531,199.900558,-18.756083,151.898285,192.247986,60.170498,69.521767,183.991562,64.555153,-53.505291,235.712769,-0.039633,71.217308,179.951965,147.883957
131,1.091667,166.173233,185.700455,312.531952,61.077644,173.394028,306.430756,285.558594,175.879272,222.258545,291.105408,174.359848,307.134125,149.898636,194.525375,-26.909391,-51.656025,192.657944,72.135216,360.205353,190.988525,-44.105370,270.326874,174.988037,-36.623974,-48.912060,193.319687,152.837387,269.300323,174.299545,52.082260,370.072388,203.849304,133.096466,157.104263,182.155701,227.237137,385.027710,182.192810,193.222351,285.089050,180.872635,135.766907,79.244751,168.196442,231.037888,-38.950729,187.377075,316.000732,-47.120319,171.147339,235.065079,157.160660,206.675522,140.800995,61.128452,199.933914,-18.772648,151.892929,192.263382,60.164967,69.509758,184.025665,64.534920,-53.506775,235.759613,-0.065431,71.201126,179.981812,147.872192
132,1.100000,166.190308,185.665161,312.537323,61.089802,173.356430,306.435211,285.578339,175.848587,222.253693,291.130585,174.334198,307.137634,149.902130,194.536270,-26.904531,-51.659485,192.628067,72.141052,360.215973,190.984528,-44.107582,270.339905,174.976562,-36.627430,-48.904182,193.309662,152.838364,269.310669,174.284821,52.080425,370.074127,203.846344,133.094086,157.112091,182.126205,227.244049,385.031555,182.174225,193.212448,285.094513,180.879517,135.770325,79.250244,168.170273,231.034378,-38.940281,187.361847,316.002136,-47.114407,171.104599,235.064804,157.197128,206.774719,140.778229,61.132469,199.930984,-18.766520,151.899719,192.258133,60.168140,69.519104,183.996399,64.537598,-53.507999,235.739624,-0.046186,71.205605,179.964874,147.872665
133,1.108333,166.182220,185.685104,312.534119,61.081814,173.357773,306.439453,285.578308,175.876923,222.248001,291.127228,174.358841,307.127197,149.887436,194.563141,-26.903639,-51.661003,192.640503,72.142815,360.194092,191.014923,-44.136566,270.324310,175.007568,-36.630970,-48.911270,193.322784,152.839981,269.297333,174.308609,52.078686,370.076050,203.848816,133.089798,157.107452,182.146591,227.234039,385.034943,182.176849,193.194427,285.092804,180.887634,135.762070,79.242897,168.175858,231.029861,-38.944946,187.382233,315.999908,-47.121056,171.147980,235.063171,157.204163,206.809341,140.769653,61.117268,199.965240,-18.767666,151.889893,192.273132,60.164448,69.502884,184.013626,64.534683,-53.522266,235.749725,-0.025585,71.205574,179.971298,147.877335
134,1.116667,166.208374,185.631271,312.539642,61.123051,173.324463,306.472534,285.598114,175.854553,222.239883,291.156525,174.302261,307.125916,149.900497,194.566559,-26.899868,-51.658142,192.608215,72.149574,360.199768,191.009491,-44.122986,270.336487,175.005936,-36.630028,-48.903221,193.276031,152.847580,269.303772,174.314819,52.078648,370.080475,203.854370,133.086929,157.126770,182.118790,227.242096,385.037842,182.167648,193.185944,285.101471,180.892899,135.763443,79.256317,168.160660,231.045914,-38.925728,187.362259,316.019348,-47.097870,171.117981,235.087158,157.210358,206.788712,140.776825,61.127956,199.951431,-18.758968,151.901855,192.260971,60.172859,69.516602,183.992493,64.548668,-53.517456,235.715042,-0.034174,71.217758,179.967377,147.884171
135,1.125000,166.145508,185.304916,312.545471,61.115314,173.343201,306.459045,285.596313,175.867691,222.243134,291.178314,174.194275,307.098755,149.904953,194.577927,-26.898260,-51.670818,192.597733,72.152634,360.217590,191.009216,-44.120720,270.345581,175.002991,-36.626556,-48.902702,193.280731,152.853485,269.310547,174.314453,52.080208,370.087738,203.860184,133.094986,157.135071,182.110748,227.242554,385.044434,182.158386,193.180893,285.100891,180.901138,135.763519,79.262772,168.170441,231.054581,-38.922409,187.368103,316.027618,-47.091446,171.139709,235.098450,157.208450,206.780518,140.785172,61.136948,199.958221,-18.755257,151.901031,192.270660,60.174603,69.521500,184.014481,64.553482,-53.515030,235.701553,-0.029815,71.232315,179.960495,147.892944
136,1.133333,166.170364,185.260056,312.556610,61.131580,173.325516,306.478516,285.620056,175.833008,222.256287,291.190002,174.128159,307.116821,149.914612,194.594788,-26.892529,-51.644497,192.588181,72.156960,360.226318,191.008621,-44.099503,270.362091,175.005127,-36.614246,-48.885124,193.289536,152.861542,269.320862,174.311050,52.086956,370.098785,203.854889,133.098846,157.157623,182.103500,227.257248,385.043762,182.147141,193.190857,285.112061,180.881042,135.768326,79.280556,168.185287,231.081497,-38.916340,187.346771,316.042725,-47.082596,171.126907,235.111588,157.221436,206.785675,140.798935,61.146610,199.954269,-18.746267,151.914703,192.286118,60.186424,69.534805,184.032242,64.565033,-53.505653,235.667343,-0.039789,71.230705,179.993225,147.899506
137,1.141667,166.174728,185.265518,312.565948,61.147362,173.312134,306.498047,285.611725,175.817078,222.262665,291.183502,174.101074,307.123871,149.903748,194.981918,-26.673904,-51.644737,192.596146,72.147827,360.230286,191.007339,-44.086464,270.357117,175.012909,-36.607517,-48.892212,193.299835,152.856842,269.320831,174.320557,52.091187,370.103180,203.852310,133.106827,157.159668,182.106476,227.264328,385.045044,182.141495,193.205704,285.111328,180.918594,135.763168,79.283997,168.173416,231.079346,-38.918896,187.351807,316.044098,-47.087051,171.145462,235.107330,157.226685,206.773819,140.798019,61.153351,199.984589,-18.739050,151.921585,192.293564,60.188454,69.541191,184.049164,64.566475,-53.574284,235.663879,0.022444,71.240639,179.993851,147.905487
138,1.150000,166.146805,185.339157,312.647980,61.141251,173.294128,306.492035,285.610840,175.785477,222.266846,291.184753,174.055710,307.125092,149.946915,194.959885,-26.758322,-51.644760,192.568527,72.154358,360.231873,190.997086,-44.084663,270.360962,175.004364,-36.600311,-48.884537,193.287415,152.857666,269.320770,174.312164,52.093056,370.161316,203.919006,133.163330,157.158127,182.086334,227.266495,385.043182,182.136490,193.225327,285.112640,180.885788,135.773651,79.282288,168.165329,231.087799,-38.925465,187.343048,316.040955,-47.087738,171.139969,235.107758,157.236649,206.785507,140.804382,61.163048,200.005264,-18.743988,151.928482,192.300400,60.199947,69.548439,184.053329,64.572807,-53.574936,235.559631,-0.060141,71.240883,179.981842,147.906631
139,1.158333,166.157593,185.224609,312.575043,61.136684,173.281998,306.483063,285.600647,175.783768,222.263535,291.177155,173.980499,307.118256,149.963165,194.969147,-26.775274,-51.658897,192.588425,72.157593,360.223328,190.994385,-44.084244,270.353546,174.995544,-36.598301,-48.904274,193.276077,152.852448,269.319000,174.304901,52.095062,370.112885,203.853577,133.094086,157.144547,182.078995,227.257751,385.037567,182.155838,193.234299,285.101624,180.873276,135.779617,79.262283,168.177078,231.061569,-38.928535,187.351456,316.033539,-47.093231,171.136215,235.097412,157.225342,206.784470,140.800613,61.140717,200.019165,-18.744532,151.918701,192.299789,60.191193,69.530563,184.067062,64.567650,-53.589436,235.538849,-0.080526,71.229805,179.989426,147.900208
140,1.166667,166.056107,184.935089,312.514923,61.109661,173.303131,306.460358,285.585571,175.765442,222.251175,291.142242,173.960602,307.119507,149.959885,194.971710,-26.775251,-51.679443,192.583710,72.165482,360.205750,190.998871,-44.086021,270.337097,175.005783,-36.611271,-48.911667,193.277283,152.848053,269.313171,174.304337,52.091339,370.081726,203.853409,133.104324,157.129242,182.086182,227.248062,385.033508,182.150177,193.245239,285.090668,180.878922,135.776169,79.259422,168.145859,231.049088,-38.933907,187.352875,316.027161,-47.106663,171.137161,235.094223,157.210571,206.781937,140.796005,61.125587,200.037506,-18.740808,151.905533,192.332764,60.187820,69.519180,184.068436,64.567993,-53.615383,235.664291,0.027099,71.219383,179.970840,147.895264
141,1.175000,166.053391,184.919189,312.508911,61.126472,173.258743,306.468781,285.579010,175.769363,222.245651,291.134460,173.920654,307.111938,149.888123,195.084915,-26.676945,-51.704350,192.544159,72.141815,360.199188,190.998947,-44.094585,270.337128,175.016266,-36.619049,-48.920155,193.288818,152.844193,269.205444,174.400055,51.982750,370.069519,203.855911,133.105988,157.121796,182.076447,227.243073,385.029816,182.171616,193.234375,285.088318,180.873611,135.767838,79.245720,168.129715,231.042511,-38.932808,187.358582,316.014526,-47.111984,171.122147,235.083923,157.202591,206.792099,140.794617,61.104862,200.024597,-18.757534,151.899933,192.323563,60.179310,69.503242,184.064011,64.551918,-53.782284,235.251785,-0.165374,71.204689,179.984711,147.879654
142,1.183333,166.053482,184.911118,312.504028,61.125198,173.253906,306.461609,285.572906,175.761963,222.226044,291.131653,173.890671,307.099304,149.920029,195.002396,-26.781372,-51.707966,192.499283,72.133522,360.196075,191.006653,-44.094883,270.333862,175.037125,-36.627316,-48.921253,193.294998,152.838715,269.249146,174.430618,52.062801,370.070068,203.866119,133.107025,157.117584,182.080215,227.236450,385.020905,182.159851,193.232056,285.085876,180.896774,135.768799,79.245865,168.150177,231.034271,-38.933353,187.363983,316.020233,-47.107506,171.140900,235.084183,157.201340,206.793121,140.789474,61.091770,200.024185,-18.760271,151.892242,192.335068,60.173714,69.493538,184.048752,64.541008,-53.662365,235.469345,-0.102987,71.205261,179.969254,147.877441
143,1.191667,166.071487,184.855286,312.490784,61.137165,173.240204,306.459839,285.614655,175.582169,222.181198,291.138000,173.842377,307.089172,149.887070,195.106598,-26.688595,-51.706509,192.496826,72.140686,360.204315,191.000916,-44.093212,270.334564,175.051331,-36.627274,-48.911438,193.245895,152.831100,269.298523,174.327423,52.082531,370.077087,203.851471,133.097260,157.136017,182.056870,227.232452,385.017303,182.148544,193.221817,285.094513,180.914932,135.751633,79.255737,168.116226,231.028809,-38.921486,187.365753,316.021606,-47.102982,171.137115,235.082520,157.207123,206.771530,140.783844,61.084782,200.011780,-18.759100,151.894684,192.308563,60.164822,69.499634,184.016449,64.540237,-53.666313,235.396378,-0.111467,71.214096,179.948486,147.867218
144,1.200000,166.164001,185.145264,312.541687,61.146183,173.261581,306.457916,285.576569,175.740448,222.222137,291.136261,173.826080,307.072266,149.921967,195.019073,-26.783348,-51.700241,192.496399,72.141678,360.198883,191.002991,-44.095726,270.326538,175.075562,-36.634178,-48.917866,193.269028,152.823288,269.307861,174.317993,52.086708,370.078369,203.849304,133.097076,157.150558,182.074265,227.185089,385.007172,182.147507,193.212738,285.094116,180.928925,135.743225,79.261787,168.135330,231.030777,-38.915211,187.379776,316.021729,-47.099392,171.144836,235.078491,157.204849,206.794083,140.787247,61.076580,200.040726,-18.751141,151.894577,192.334518,60.170387,69.499680,184.049286,64.545258,-53.690147,235.408020,-0.080447,71.214775,179.963745,147.866989
145,1.208333,166.190826,185.082687,312.549072,61.161343,173.250122,306.466766,285.631805,175.580261,222.170609,291.168182,173.768982,307.071106,149.964096,195.031342,-26.788826,-51.689690,192.473770,72.148109,360.217529,190.986038,-44.100033,270.342621,175.054962,-36.634464,-48.901436,193.262299,152.833786,269.311981,174.308929,52.081928,370.078094,203.853760,133.091888,157.162201,182.075455,227.229691,385.018463,182.135330,193.193130,285.101685,180.914886,135.740112,79.272995,168.136353,231.027664,-38.909466,187.356628,316.022156,-47.084988,171.121368,235.081940,157.214386,206.781754,140.787354,61.094879,200.049942,-18.751516,151.910965,192.333694,60.172855,69.521065,184.040482,64.550476,-53.670822,235.416641,-0.080587,71.233307,179.960251,147.875854
146,1.216667,166.185242,185.103851,312.554443,61.141811,173.293442,306.456512,285.621216,175.601044,222.162231,291.171112,173.766251,307.050110,149.962341,195.076355,-26.789658,-51.703800,192.512985,72.150154,360.200958,191.004639,-44.106167,270.327179,175.066696,-36.635929,-48.912994,193.294510,152.835114,269.295258,174.334976,52.073826,370.081116,203.867966,133.088058,157.144913,182.109528,227.230164,385.019653,182.133972,193.182098,285.093536,180.901077,135.756836,79.273750,168.166580,231.044327,-38.915699,187.368225,316.016968,-47.093197,171.161987,235.083557,157.210953,206.792389,140.784256,61.082352,200.109497,-18.754997,151.896637,192.348679,60.166439,69.503624,184.089081,64.548019,-53.670753,235.488510,-0.067751,71.221848,180.005096,147.866211
147,1.225000,166.108856,184.757233,312.523956,61.156273,173.263351,306.476929,285.650696,175.552017,222.164734,291.194733,173.731400,307.054932,149.962204,195.079041,-26.793159,-51.700649,192.491287,72.156570,360.214172,190.980286,-44.114719,270.342468,175.058167,-36.637962,-48.905495,193.265045,152.853287,269.308899,174.318069,52.073288,370.085754,203.854218,133.085144,157.162079,182.083893,227.247559,385.023132,182.124313,193.179993,285.106873,180.909409,135.743729,79.266434,168.152771,231.040237,-38.913971,187.342834,316.031128,-47.090828,171.115417,235.096863,157.217087,206.794617,140.788681,61.095432,200.088715,-18.747448,151.905502,192.342545,60.169724,69.515327,184.072052,64.558327,-53.680977,235.587723,0.033096,71.228844,179.975800,147.878922
148,1.233333,166.081360,184.800537,312.521606,61.132359,173.277939,306.468994,285.618469,175.586426,222.159271,291.171265,173.727921,307.043671,149.953903,195.110168,-26.787382,-51.721645,192.515533,72.158073,360.197235,191.036560,-44.132336,270.328461,175.086624,-36.639000,-48.921177,193.304199,152.856033,269.301056,174.330612,52.077713,370.082764,203.841827,133.084320,157.134735,182.106384,227.242203,385.021484,182.127258,193.182724,285.096985,180.930771,135.738464,79.252716,168.158463,231.034500,-38.921310,187.367233,316.028534,-47.110382,171.148193,235.090286,157.210037,206.789886,140.787003,61.066837,200.127029,-18.748703,151.891846,192.370728,60.172409,69.490158,184.103912,64.555481,-53.702473,235.479752,-0.054931,71.215668,180.003174,147.869446
149,1.241667,166.091812,184.723572,312.524628,61.148285,173.214127,306.477234,285.625427,175.564941,222.183533,291.171539,173.666000,307.065704,149.960983,195.114136,-26.780209,-51.727367,192.455734,72.166283,360.203766,191.038376,-44.089031,270.340088,175.087463,-36.629135,-48.917843,193.267136,152.865067,269.303436,174.328751,52.084648,370.080505,203.862350,133.102081,157.137573,182.066208,227.253937,385.001129,182.143875,193.199783,285.088501,180.901474,135.763977,79.257446,168.122009,231.042206,-38.913174,187.353104,316.044647,-47.093964,171.127441,235.112976,157.206467,206.796570,140.797806,61.075916,200.094421,-18.730131,151.899612,192.370987,60.182045,69.499466,184.076080,64.582008,-53.708076,235.419739,-0.047739,71.208298,179.983444,147.893311
150,1.250000,166.070969,184.746704,312.521118,61.131844,173.197784,306.463898,285.595551,175.555756,222.180756,291.134064,173.619095,307.055420,149.954941,195.131699,-26.784712,-51.764057,192.400543,72.130318,360.197571,191.009232,-44.080177,270.316864,175.108276,-36.628342,-48.939091,193.264130,152.847183,269.289612,174.350266,52.088211,370.074738,203.847870,133.106125,157.112991,182.075623,227.242798,385.001495,182.104004,193.224487,285.080139,180.885315,135.772079,79.246391,168.087677,231.025986,-38.917030,187.347504,316.030518,-47.109211,171.134720,235.093552,157.196365,206.789322,140.797852,61.012234,200.152405,-18.689604,151.886246,192.379120,60.176342,69.471420,184.078812,64.556366,-53.773060,235.381638,-0.087215,71.205887,179.966614,147.878906
151,1.258333,166.079803,184.684189,312.526703,61.136009,173.165436,306.470551,285.599396,175.504898,222.191589,291.134918,173.526932,307.070282,149.968643,195.157150,-26.784073,-51.759121,192.350662,72.094254,360.211761,190.997086,-44.060471,270.333832,175.107437,-36.615215,-48.938034,193.214462,152.823639,269.294678,174.343399,52.088974,370.127747,203.921417,133.175156,157.125198,182.033997,227.253708,384.980255,182.118027,193.241562,285.078796,180.881302,135.774490,79.241066,168.057922,231.027771,-38.914188,187.332642,316.035278,-47.109966,171.123444,235.093079,157.199707,206.787796,140.803925,61.011574,200.088074,-18.705727,151.895828,192.390610,60.179111,69.483612,184.047745,64.539627,-53.778648,235.233231,-0.197512,71.199120,179.968292,147.867401
152,1.266667,166.056473,184.696213,312.513763,61.120720,173.181885,306.449463,285.581909,175.489899,222.181519,291.107574,173.520828,307.061432,149.960587,195.177536,-26.800797,-51.773563,192.466843,72.060692,360.207062,190.999954,-44.065025,270.330902,175.097046,-36.624149,-48.954994,193.179031,152.788651,269.287628,174.343903,52.086571,370.146851,203.914948,133.173569,157.107697,182.039261,227.232224,384.984467,182.097778,193.246902,285.076508,180.883713,135.770218,79.223015,168.064194,231.008118,-38.924934,187.349350,316.016144,-47.132122,171.166138,235.067108,157.191589,206.786804,140.793274,61.008373,200.088501,-18.723543,151.888763,192.396103,60.167355,69.481659,184.073318,64.521072,-53.751900,235.143677,-0.334027,71.188431,179.961258,147.846146
153,1.275000,166.064346,184.674561,312.490204,61.121487,173.183044,306.421600,285.587616,175.472839,222.156998,291.109833,173.505234,307.037476,149.975403,195.189865,-26.806732,-51.760593,192.507706,72.039162,360.212555,190.987747,-44.080063,270.331787,175.107407,-36.639225,-48.954506,193.250732,152.735367,269.294006,174.334686,52.079315,370.076782,203.850510,133.104095,157.111969,182.025116,227.209259,384.975311,182.121735,193.235046,285.080536,180.875015,135.759598,79.231911,168.057693,230.980606,-38.920452,187.366272,315.992249,-47.131130,171.154861,235.039444,157.190582,206.792435,140.786896,61.069347,200.067474,-18.790081,151.896713,192.402832,60.155476,69.501122,184.097839,64.502914,-53.730206,235.235703,-0.322820,71.186005,179.976715,147.828766
154,1.283333,166.052490,184.685593,312.474335,61.101120,173.206772,306.364441,285.586578,175.515381,222.131485,291.111542,173.516052,307.011200,149.982758,195.193619,-26.824337,-51.722908,192.450760,71.991638,360.204407,190.966858,-44.108501,270.333862,175.088593,-36.657009,-48.944038,193.314377,152.720215,269.292450,174.328766,52.067440,370.057190,203.837753,133.094864,157.135803,182.016281,227.146439,385.002319,182.084305,193.192093,285.086975,180.880600,135.753189,79.234795,168.055542,230.951416,-38.932396,187.373199,315.965057,-47.133755,171.147461,235.008087,157.198593,206.795105,140.772324,61.073895,200.082123,-18.819187,151.925751,192.432083,60.120232,69.498352,184.130814,64.467896,-53.701389,235.430389,-0.270230,71.195221,179.981339,147.799545
155,1.291667,166.060394,184.662415,312.447937,61.111797,173.220016,306.345917,285.608490,175.536057,222.106888,291.132050,173.522873,306.989685,150.029282,195.240204,-26.860365,-51.709934,192.424103,71.985481,360.202240,190.988022,-44.125629,270.334351,175.074646,-36.674725,-48.878613,193.303024,152.699188,269.331024,174.335159,52.033344,370.063416,203.847824,133.077026,157.147186,182.035370,227.126862,384.982941,182.078903,193.163803,285.087891,180.922699,135.728226,79.238876,168.052643,230.934280,-38.925808,187.370071,315.953003,-47.123856,171.156631,234.991135,157.202606,206.799377,140.762512,61.072239,200.084244,-18.823313,151.926147,192.436905,60.096409,69.512054,184.103653,64.445152,-53.694107,235.475143,-0.240287,71.118370,180.272064,147.660568
156,1.300000,166.070663,184.629196,312.449860,61.120823,173.224167,306.350037,285.618225,175.543152,222.099182,291.137512,173.512085,306.983429,150.030777,195.293777,-26.859541,-51.705132,192.444794,72.008942,360.199951,191.015915,-44.151623,270.328674,175.106674,-36.682327,-48.904823,193.367325,152.732727,269.267761,174.639832,51.898315,370.080048,203.863266,133.070023,157.152954,182.068527,227.133453,384.991241,182.059158,193.128510,285.093414,180.942474,135.723312,79.238960,168.053986,230.941574,-38.913479,187.372147,315.965393,-47.107159,171.160767,235.009201,157.127151,206.431900,140.663605,61.073483,200.080414,-18.807327,151.920288,192.430817,60.095268,69.513901,184.069244,64.455254,-53.692913,235.448425,-0.208114,71.205688,179.975983,147.781631
157,1.308333,166.083466,184.604324,312.472443,61.134563,173.205338,306.371368,285.612091,175.546951,222.099976,291.146973,173.456940,306.978302,150.033371,195.305511,-26.848461,-51.719406,192.478683,72.040115,360.209595,191.024918,-44.138569,270.339294,175.122025,-36.677265,-48.916885,193.320709,152.734650,269.250977,174.594299,51.962906,370.092438,203.839218,133.063477,157.160126,182.059570,227.146500,384.973785,182.050201,193.127319,285.092682,180.913376,135.733017,79.247269,168.038742,230.950623,-38.897728,187.368713,315.978058,-47.098419,171.137329,235.022263,157.109512,206.349121,140.693771,61.073486,200.088165,-18.799200,151.927002,192.431564,60.106060,69.516815,184.051910,64.472626,-53.715626,235.341400,-0.237593,71.209023,179.916489,147.796799
158,1.316667,166.089447,184.577621,312.495667,61.148422,173.168533,306.407990,285.613525,175.524582,222.125961,291.144897,173.388611,307.001007,150.020950,195.314362,-26.837997,-51.730099,192.485565,72.077370,360.212860,190.994980,-44.112076,270.344543,175.121277,-36.652184,-48.922657,193.279495,152.751068,269.310791,174.416428,52.028454,370.086426,203.842590,133.080673,157.162964,182.031586,227.165497,384.967743,182.064972,193.133057,285.087311,180.894562,135.751602,79.249969,168.052429,230.970032,-38.896355,187.368088,315.998169,-47.101105,171.147446,235.048416,157.169525,206.682632,140.801926,61.063351,200.129150,-18.776939,151.935196,192.435272,60.120304,69.510513,184.090317,64.511139,-53.724007,235.303329,-0.231492,71.204437,179.938629,147.822815
159,1.325000,166.078934,184.574585,312.507263,61.135651,173.163406,306.421875,285.601929,175.483673,222.146454,291.124176,173.340698,307.026093,150.018661,195.333389,-26.823725,-51.739292,192.507675,72.100410,360.203857,190.986603,-44.089645,270.332703,175.115555,-36.641212,-48.936485,193.298203,152.764633,269.232391,174.452499,51.958134,370.084595,203.843109,133.101425,157.126404,182.021057,227.215286,384.964142,182.042038,193.177505,285.085693,180.918442,135.748322,79.231735,168.046326,230.976913,-38.908375,187.366409,316.005096,-47.109310,171.153534,235.054749,157.197189,206.801590,140.792038,61.053322,200.186493,-18.752094,151.925629,192.468704,60.136192,69.495689,184.156387,64.533882,-53.744431,235.373795,-0.170755,71.197388,179.987457,147.840805
160,1.333333,166.079636,184.539688,312.525238,61.122093,173.121048,306.443207,285.589661,175.438507,222.170212,291.116943,173.291473,307.045013,150.022141,195.338623,-26.812735,-51.744965,192.501587,72.136604,360.203583,190.976425,-44.070251,270.328766,175.124084,-36.633327,-48.939499,193.262466,152.826813,269.290985,174.464310,52.026783,370.069031,203.823303,133.113068,157.123764,181.973114,227.239700,384.959076,182.065109,193.212769,285.082184,180.925354,135.755447,79.229027,168.020462,230.997238,-38.911179,187.338715,316.016235,-47.114548,171.124161,235.070587,157.200653,206.802704,140.795914,61.043686,200.221283,-18.738926,151.915848,192.476501,60.151985,69.498062,184.162125,64.554810,-53.760677,235.463730,-0.091459,71.187149,179.990540,147.852600
161,1.341667,166.056931,184.526581,312.543549,61.095051,173.132996,306.450806,285.554565,175.460281,222.182877,291.080566,173.296387,307.053253,150.011993,195.378723,-26.796066,-51.752838,192.531403,72.157845,360.183960,191.011398,-44.050770,270.304504,175.158279,-36.618515,-48.950089,193.306473,152.857422,269.271851,174.363861,52.081802,370.107666,203.910370,133.188736,157.097824,182.015320,227.255875,384.958679,182.045334,193.255600,285.069153,180.893173,135.775757,79.214561,168.044373,231.004944,-38.922634,187.361450,316.016022,-47.129719,171.148209,235.081345,157.188995,206.803223,140.812881,61.028847,200.254440,-18.722069,151.883118,192.468887,60.186150,69.475853,184.190765,64.585793,-53.774429,235.518799,-0.077403,71.182114,179.969528,147.871567
162,1.350000,166.066559,184.487167,312.560211,61.109283,173.079086,306.468781,285.571411,175.410751,222.180893,291.108368,173.238281,307.060608,150.012131,195.379257,-26.796741,-51.744572,192.514481,72.174461,360.183411,191.000351,-44.059341,270.314178,175.143707,-36.617081,-48.937534,193.262558,152.868790,269.286438,174.314484,52.094376,370.060272,203.850815,133.113922,157.109650,181.995010,227.267624,384.959778,182.092560,193.251846,285.068146,180.862732,135.777130,79.216469,168.016754,231.013306,-38.910973,187.329285,316.025818,-47.119537,171.104431,235.099228,157.182724,206.776230,140.817612,61.036957,200.219681,-18.714994,151.906097,192.431412,60.187962,69.482956,184.129822,64.586456,-53.755280,235.478546,-0.067568,71.190453,179.920715,147.877960
163,1.358333,166.049805,184.503189,312.550293,61.100552,173.103714,306.465424,285.556732,175.459503,222.170288,291.092590,173.254059,307.035675,150.002762,195.403091,-26.797546,-51.760738,192.545746,72.176353,360.166412,191.029541,-44.085064,270.305389,175.158752,-36.622257,-48.951130,193.250031,152.851654,269.173615,174.436111,51.990429,370.054169,203.841141,133.120316,157.091507,182.022797,227.265411,384.966644,182.070312,193.256927,285.067505,180.873291,135.769608,79.202103,168.026535,231.008026,-38.911526,187.369110,316.027527,-47.127754,171.146271,235.096725,157.171570,206.782898,140.813965,60.770256,200.916962,-18.761612,152.110123,192.003937,60.234032,69.469971,184.158325,64.587135,-53.778637,235.457855,-0.072849,71.179764,179.945496,147.872421
164,1.366667,166.078720,184.459854,312.545227,61.121807,173.061829,306.461639,285.585602,175.431778,222.162308,291.122314,173.214066,307.034729,150.009476,195.402435,-26.802855,-51.746197,192.497025,72.174194,360.181366,191.004883,-44.082760,270.324188,175.130035,-36.631641,-48.942181,193.219986,152.850433,269.230713,174.450485,52.057922,370.049744,203.846588,133.119217,157.120651,181.955170,227.249573,384.975861,182.076782,193.236298,285.072479,180.889511,135.770660,79.222710,167.979965,230.999619,-38.896248,187.340012,316.028717,-47.105183,171.109146,235.094406,157.180099,206.775909,140.811829,60.795593,201.080307,-18.816874,152.118958,191.950806,60.230679,69.490540,184.134537,64.579445,-53.775650,235.428223,-0.059187,71.187584,179.929901,147.871109
