0,0.000000,150.477707,-5.299192,235.306992,150.276154,-5.330702,344.854523,150.833527,-4.851144,271.834015,151.303162,-4.678233,199.205261,261.225647,-5.212912,126.014221,150.630981,-6.210831,381.135925,260.589508,-2.735008,489.696472,261.491455,-7.248913,307.894440,150.080795,-5.863962,308.238708,1.638030,-9.185000,308.789246,3.740373,-9.597661,496.158356,150.436539,-6.287977,417.653534,150.577408,-6.658774,454.429840,150.529388,-7.435973,162.519806,151.138474,-6.559877,125.753540,150.885620,-7.258956,491.120636,3.221262,-6.002456,125.408546
1,0.008333,150.476074,-5.308884,235.306473,150.277405,-5.338850,344.858643,150.833435,-4.854124,271.833557,151.294815,-4.710757,199.211029,261.226349,-5.225304,126.015411,150.633255,-6.223083,381.141968,260.587036,-2.742042,489.696564,261.492767,-7.259998,307.894012,150.080292,-5.869586,308.238647,1.635893,-9.194678,308.787384,3.735244,-9.608720,496.160065,150.436996,-6.303145,417.657257,150.572418,-6.676883,454.432404,150.530151,-7.454275,162.517593,151.137024,-6.571180,125.756470,150.888077,-7.261606,491.118835,3.219412,-6.016213,125.410240
2,0.016667,150.477097,-5.293341,235.305084,150.280319,-5.321367,344.859894,150.833405,-4.842229,271.833405,151.361069,-4.644775,199.195160,261.226105,-5.205794,126.017731,150.628113,-6.221977,381.143158,260.588409,-2.724385,489.696747,261.492523,-7.247729,307.894196,150.078766,-5.858978,308.240112,1.670067,-9.128379,308.812134,3.740430,-9.591115,496.157959,150.470169,-6.233466,417.653259,150.577530,-6.655897,454.428802,150.535431,-7.428643,162.517166,151.137421,-6.560699,125.758659,150.892792,-7.242960,491.115753,3.220648,-6.006583,125.411003
3,0.025000,150.475739,-5.303616,235.303345,150.275040,-5.337771,344.861267,150.833405,-4.850194,271.835876,151.299896,-4.688793,199.204285,261.224884,-5.225169,126.013603,150.627487,-6.227397,381.142761,260.587402,-2.739512,489.699402,261.492676,-7.250968,307.890228,150.077988,-5.870056,308.236725,1.627188,-9.215158,308.784454,3.732689,-9.610295,496.160431,150.474319,-6.241459,417.646698,150.573761,-6.670935,454.434265,150.530273,-7.437271,162.514587,151.136902,-6.562867,125.754028,150.886917,-7.265053,491.117279,3.218384,-6.008309,125.409317
4,0.033333,150.476913,-5.294460,235.303772,150.280731,-5.328950,344.856110,150.831970,-4.847532,271.836853,151.299042,-4.690917,199.212875,261.228943,-5.212109,126.015350,150.623764,-6.218190,381.139526,260.590363,-2.731480,489.695801,261.492126,-7.243494,307.890533,150.076263,-5.864199,308.234436,1.631931,-9.203257,308.782074,3.742435,-9.596551,496.158783,150.472626,-6.230883,417.645050,150.574692,-6.659501,454.428986,150.527008,-7.433199,162.515152,151.140213,-6.554514,125.755844,150.891953,-7.247201,491.115967,3.224848,-5.995705,125.412209
5,0.041667,150.475128,-5.308346,235.306458,150.275650,-5.338634,344.860138,150.832199,-4.858094,271.836548,151.295990,-4.703738,199.211288,261.227264,-5.222288,126.013252,150.626297,-6.227684,381.142761,260.590759,-2.746549,489.699310,261.493622,-7.246167,307.893280,150.077347,-5.872378,308.235260,1.630518,-9.203569,308.789001,3.734844,-9.608033,496.162476,150.439301,-6.300773,417.654602,150.577103,-6.672117,454.433807,150.531189,-7.447847,162.518387,151.134659,-6.578529,125.754547,150.884949,-7.266368,491.118103,3.221505,-6.011889,125.409050
6,0.050000,150.474167,-5.298573,235.306854,150.279297,-5.330619,344.857269,150.833359,-4.853574,271.835541,151.299042,-4.692591,199.212448,261.225800,-5.212537,126.013008,150.634125,-6.221496,381.142578,260.590820,-2.733062,489.696198,261.494476,-7.239532,307.894836,150.082642,-5.861606,308.237946,1.671585,-9.135823,308.816986,3.740289,-9.598687,496.157745,150.470673,-6.242036,417.651337,150.573700,-6.666428,454.431274,150.530319,-7.432455,162.515442,151.138489,-6.567786,125.757324,150.887451,-7.253041,491.117950,3.221861,-6.004671,125.410614
7,0.058333,150.476089,-5.290629,235.302170,150.277481,-5.324718,344.851929,150.828171,-4.845149,271.836182,151.298019,-4.687100,199.214310,261.227325,-5.206297,126.013382,150.632172,-6.222500,381.140411,260.587860,-2.728212,489.695618,261.494354,-7.246897,307.896515,150.081024,-5.865652,308.240051,1.634049,-9.191786,308.793579,3.733693,-9.607454,496.161133,150.469757,-6.236950,417.645264,150.571045,-6.671086,454.434753,150.527786,-7.436120,162.516602,151.139969,-6.556415,125.756027,150.890930,-7.254772,491.117950,3.219460,-6.010190,125.409409
8,0.066667,150.526550,-5.207421,235.293457,150.278137,-5.330976,344.855835,150.836060,-4.848670,271.832977,151.411697,-4.609333,199.244385,261.228088,-5.216336,126.010788,150.628281,-6.229114,381.139191,260.587341,-2.739303,489.695862,261.491760,-7.254311,307.892059,150.079376,-5.866082,308.240143,1.638096,-9.187360,308.788422,3.736066,-9.612983,496.159607,150.438995,-6.294548,417.653412,150.575928,-6.667069,454.428894,150.532669,-7.441758,162.514832,151.140457,-6.561096,125.754921,150.889893,-7.255208,491.119110,3.220426,-6.009051,125.405968
9,0.075000,150.486862,-5.278693,235.294785,150.280243,-5.326591,344.858521,150.831345,-4.849513,271.834503,151.300995,-4.694746,199.216370,261.227325,-5.218884,126.011192,150.629959,-6.229611,381.142975,260.593262,-2.731179,489.697968,261.490021,-7.248807,307.893982,150.078171,-5.872490,308.240417,1.628622,-9.210429,308.780334,3.734328,-9.602366,496.161102,150.438080,-6.292560,417.660797,150.571732,-6.665567,454.430603,150.531433,-7.450489,162.518677,151.142014,-6.562837,125.754402,150.888123,-7.256143,491.120941,3.223758,-6.008307,125.407204
