0,0.000000,320.573761,23.548304,-7.161999,487.386200,-6.725938,-294.794403,124.672348,-5.359380,1.304880,508.673981,-8.407209,-29.860235,115.332397,1.751057,-115.555565,105.709236,-9.663685,-269.532806,299.380127,5.311831,-291.138031,499.987091,-8.644474,-143.996429,186.328537,42.946472,-120.515915,228.175369,53.248962,-124.230499,460.838196,-4.460077,-140.390274,273.187225,52.411964,-127.543388,317.584259,43.913055,-131.245377,355.094025,24.092142,-133.791122,424.723969,-3.059133,-137.622742,389.000549,7.707677,-135.718307
1,0.010000,320.574585,23.553329,-7.164492,487.385803,-6.725881,-294.792938,124.669952,-5.356752,1.302971,508.670441,-8.401854,-29.859875,115.333191,1.755864,-115.555389,105.704971,-9.676931,-269.536652,299.379395,5.307265,-291.142242,499.986603,-8.654795,-143.998474,186.324265,42.947983,-120.516930,228.171356,53.243679,-124.226097,460.835999,-4.465772,-140.387985,273.183990,52.411678,-127.542511,317.582764,43.922955,-131.242783,355.094543,24.081697,-133.793121,424.725494,-3.056041,-137.622513,388.999603,7.707358,-135.719147
2,0.020000,320.573578,23.549215,-7.163907,487.386810,-6.720180,-294.793030,124.675133,-5.356439,1.302780,508.674133,-8.406220,-29.860306,115.334641,1.756750,-115.554169,105.709938,-9.675006,-269.539215,299.380096,5.302736,-291.142273,499.985840,-8.644864,-144.001205,186.321411,42.936314,-120.514587,228.173187,53.246723,-124.232277,460.835266,-4.462224,-140.389084,273.187042,52.414982,-127.540604,317.584717,43.924366,-131.243881,355.095795,24.085754,-133.793915,424.726288,-3.057742,-137.622787,389.002075,7.704778,-135.719452
3,0.030000,320.573944,23.546684,-7.162085,487.385254,-6.723337,-294.792419,124.671303,-5.355023,1.301083,508.672546,-8.402811,-29.859350,115.334137,1.756497,-115.555359,105.710968,-9.680714,-269.540405,299.378723,5.308647,-291.141388,499.983368,-8.649390,-143.999191,186.325760,42.945690,-120.514557,228.172073,53.244396,-124.228615,460.836151,-4.455411,-140.390045,273.181824,52.403248,-127.539932,317.583038,43.926270,-131.243652,355.090973,24.075026,-133.792068,424.726837,-3.057953,-137.623978,389.001801,7.703404,-135.719299
4,0.040000,320.573792,23.550354,-7.163016,487.388184,-6.717009,-294.794098,124.671890,-5.361068,1.300202,508.672882,-8.393288,-29.861013,115.335007,1.757169,-115.555885,105.710236,-9.677715,-269.538239,299.378845,5.306539,-291.141693,499.986298,-8.639572,-144.000732,186.328461,42.950821,-120.512817,228.177856,53.253513,-124.229904,460.838531,-4.463163,-140.390915,273.182098,52.405609,-127.542900,317.583588,43.918068,-131.247330,355.096222,24.090559,-133.792374,424.724152,-3.056919,-137.622375,389.002960,7.704897,-135.719498
5,0.050000,320.574066,23.551682,-7.163384,487.384796,-6.729331,-294.796600,124.672600,-5.359725,1.301678,508.671173,-8.404160,-29.859961,115.331245,1.753174,-115.554657,105.707939,-9.679990,-269.537628,299.380188,5.306475,-291.139740,499.984314,-8.652444,-143.998032,186.324753,42.937996,-120.516609,228.177567,53.249374,-124.227272,460.835602,-4.468477,-140.389557,273.185089,52.411507,-127.540871,317.584564,43.924835,-131.244690,355.093018,24.076452,-133.791885,424.726013,-3.052222,-137.620270,389.002075,7.704557,-135.720383
6,0.060000,320.576324,23.551590,-7.164682,487.389923,-6.718916,-294.794586,124.674568,-5.357890,1.301617,508.674988,-8.401097,-29.859917,115.332664,1.756170,-115.558189,105.708282,-9.676605,-269.535278,299.379303,5.308097,-291.139252,499.988708,-8.644421,-143.997208,186.324310,42.934120,-120.517532,228.172852,53.243389,-124.227730,460.836731,-4.463847,-140.387405,273.184021,52.409500,-127.542870,317.587860,43.928619,-131.248688,355.094452,24.085619,-133.795334,424.727386,-3.057945,-137.625275,389.000580,7.705455,-135.719559
7,0.070000,320.573792,23.545427,-7.163167,487.386597,-6.726235,-294.794525,124.671646,-5.356892,1.303195,508.673981,-8.405591,-29.858829,115.335411,1.754326,-115.557098,105.708183,-9.672681,-269.533997,299.379913,5.307056,-291.139465,499.985382,-8.659686,-143.997421,186.325058,42.939091,-120.513611,228.174652,53.248627,-124.228935,460.836182,-4.470782,-140.387146,273.185181,52.403057,-127.538338,317.582458,43.913242,-131.245972,355.090759,24.082882,-133.792038,424.727448,-3.061959,-137.622208,389.003632,7.697089,-135.718079
8,0.080000,320.573090,23.546364,-7.162949,487.388611,-6.717275,-294.795013,124.672035,-5.357080,1.300184,508.672241,-8.402519,-29.860003,115.334351,1.757327,-115.555138,105.709343,-9.666885,-269.536865,299.380615,5.310806,-291.143036,499.987854,-8.647600,-143.999451,186.322983,42.943878,-120.512344,228.177475,53.249523,-124.230377,460.835785,-4.458008,-140.388733,273.185303,52.409634,-127.540321,317.585083,43.927856,-131.244659,355.092896,24.083246,-133.791351,424.729004,-3.046368,-137.620377,389.002319,7.705432,-135.717865
9,0.090000,320.575287,23.547010,-7.163201,487.386719,-6.728123,-294.795502,124.672798,-5.362527,1.302586,508.674744,-8.410971,-29.859285,115.332855,1.747033,-115.555084,105.708603,-9.675118,-269.536163,299.379059,5.307243,-291.140747,499.985199,-8.644636,-143.998291,186.328003,42.948421,-120.516418,228.177475,53.255989,-124.228607,460.836060,-4.468561,-140.390045,273.180908,52.399117,-127.541885,317.586609,43.919609,-131.245163,355.090729,24.083464,-133.791412,424.724945,-3.058096,-137.619354,389.001434,7.698135,-135.719162
