0,0.000000,302.842621,30.694065,5.332822,477.363129,-6.068714,-281.848389,108.487511,-6.849070,9.035329,494.089569,-8.530167,-11.425759,286.698120,9.799148,-278.488220,97.617310,-6.756994,-260.143158,486.515411,-7.687239,-127.455383,448.266846,-4.231966,-124.727043,341.330292,36.186237,-121.526917,377.163300,17.654638,-122.387871,411.874237,2.803964,-122.895859,103.882324,-1.195405,-108.140991,171.562897,39.967827,-111.049583,301.043793,51.471188,-118.836563,256.539215,56.548649,-116.448799,212.730377,52.421165,-113.802124
1,0.010000,302.842346,30.690022,5.331525,477.360321,-6.062809,-281.847626,108.486618,-6.852050,9.031140,494.088776,-8.532748,-11.428165,286.698120,9.803428,-278.487518,97.616287,-6.757222,-260.145477,486.516663,-7.681183,-127.454773,448.268616,-4.224476,-124.728752,341.330750,36.187630,-121.526390,377.164734,17.658939,-122.388275,411.873962,2.808547,-122.896507,103.890121,-1.182468,-108.139145,171.568542,39.970482,-111.051888,301.044586,51.470184,-118.837105,256.541473,56.560856,-116.447884,212.733765,52.438641,-113.802658
2,0.020000,302.843323,30.694382,5.335945,477.360901,-6.067866,-281.846893,108.483200,-6.854478,9.028172,494.090088,-8.531842,-11.425678,286.697205,9.794215,-278.486572,97.613846,-6.765956,-260.142731,486.516876,-7.685219,-127.456100,448.267059,-4.229332,-124.727539,341.331665,36.180683,-121.526360,377.163788,17.660727,-122.388733,411.874084,2.806684,-122.898018,103.888382,-1.188965,-108.139107,171.563385,39.965157,-111.054588,301.042664,51.467449,-118.834312,256.542847,56.555130,-116.448830,212.730881,52.425396,-113.800362
3,0.030000,302.841766,30.699631,5.332504,477.361084,-6.058940,-281.849182,108.482536,-6.851439,9.030546,494.087067,-8.523938,-11.428698,286.696869,9.802759,-278.488403,97.616837,-6.752882,-260.141327,486.516357,-7.678265,-127.455162,448.266602,-4.221085,-124.729034,341.331177,36.189003,-121.528664,377.163239,17.666759,-122.393181,411.873840,2.806923,-122.898109,103.883400,-1.188489,-108.143379,171.565460,39.969128,-111.053032,301.043976,51.472500,-118.838295,256.545074,56.562084,-116.450378,212.733353,52.446037,-113.804245
4,0.040000,302.842407,30.696526,5.333710,477.360046,-6.061481,-281.848785,108.480453,-6.863721,9.033252,494.087219,-8.533312,-11.430692,286.698700,9.801585,-278.489227,97.614113,-6.765776,-260.141815,486.516479,-7.685957,-127.453712,448.268890,-4.234462,-124.726822,341.330353,36.184715,-121.529655,377.165100,17.660694,-122.391808,411.873932,2.801011,-122.898308,103.884033,-1.197831,-108.142693,171.564514,39.960392,-111.050278,301.044739,51.468433,-118.835930,256.541077,56.553192,-116.447487,212.736008,52.436169,-113.797668
5,0.050000,302.842041,30.697454,5.333267,477.361694,-6.054680,-281.850433,108.488403,-6.848029,9.030061,494.089264,-8.521620,-11.429443,286.699280,9.811318,-278.487305,97.619049,-6.756341,-260.141144,486.516785,-7.675962,-127.454834,448.264435,-4.223019,-124.728111,341.332123,36.194866,-121.530128,377.164520,17.662706,-122.390228,411.871735,2.809740,-122.899002,103.885521,-1.186527,-108.138565,171.565048,39.964607,-111.048943,301.045288,51.474854,-118.834068,256.540344,56.557911,-116.449425,212.733398,52.436588,-113.799500
6,0.060000,302.844788,30.698006,5.331806,477.360229,-6.068006,-281.850861,108.481850,-6.857486,9.035747,494.089417,-8.529428,-11.429552,286.697449,9.801771,-278.488342,97.616905,-6.758468,-260.143372,486.517090,-7.680465,-127.454506,448.266388,-4.229921,-124.728333,341.329712,36.176937,-121.529381,377.162079,17.655714,-122.387466,411.872803,2.806044,-122.898354,103.887184,-1.192243,-108.138054,171.562866,39.960659,-111.048309,301.042694,51.460793,-118.838371,256.541870,56.553448,-116.451027,212.730194,52.424824,-113.799271
7,0.070000,302.843658,30.700413,5.330976,477.362000,-6.062931,-281.848083,108.491516,-6.839237,9.034508,494.087952,-8.526109,-11.428105,286.698486,9.805790,-278.488495,97.619385,-6.748929,-260.140778,486.515198,-7.677189,-127.455040,448.268555,-4.223868,-124.730042,341.330780,36.189697,-121.527412,377.163116,17.670546,-122.392342,411.873444,2.815842,-122.896667,103.885231,-1.188340,-108.143341,171.568176,39.967724,-111.051453,301.044342,51.473640,-118.837196,256.542450,56.560471,-116.448280,212.730698,52.437222,-113.797707
8,0.080000,302.843231,30.692722,5.333107,477.362885,-6.075675,-281.850647,108.477966,-6.870970,9.039321,494.089691,-8.537206,-11.427550,286.696167,9.792520,-278.485809,97.617340,-6.764681,-260.145416,486.518127,-7.688572,-127.452881,448.266083,-4.230544,-124.730339,341.330170,36.175629,-121.529495,377.162537,17.654572,-122.390602,411.874115,2.803608,-122.900620,103.882217,-1.203098,-108.141899,171.564438,39.962517,-111.054222,301.041016,51.459938,-118.837502,256.539673,56.546684,-116.449402,212.730621,52.422977,-113.800232
9,0.090000,302.844238,30.707298,5.331784,477.361969,-6.054262,-281.847931,108.489052,-6.838879,9.038534,494.089874,-8.522223,-11.428199,286.698639,9.807199,-278.486847,97.617455,-6.746587,-260.142517,486.516266,-7.675939,-127.456146,448.265808,-4.221562,-124.727913,341.330322,36.191704,-121.529343,377.165009,17.671213,-122.390831,411.876984,2.823378,-122.896103,103.882477,-1.191175,-108.141853,171.567978,39.969711,-111.054222,301.041962,51.476589,-118.836647,256.540405,56.560112,-116.448128,212.735214,52.442085,-113.798973
